name;common_name;iso_639_1;iso_639_2b;iso_639_2t;iso_639_3;is_common;type
Ghotuo;Ghotuo;;;;aaa;false;living
Alumu-Tesu;Alumu-Tesu;;;;aab;false;living
Ari;Ari;;;;aac;false;living
Amal;Amal;;;;aad;false;living
Arbëreshë Albanian;Arbëreshë Albanian;;;;aae;false;living
Aranadan;Aranadan;;;;aaf;false;living
Ambrak;Ambrak;;;;aag;false;living
Abu' Arapesh;Abu' Arapesh;;;;aah;false;living
Arifama-Miniafia;Arifama-Miniafia;;;;aai;false;living
Ankave;Ankave;;;;aak;false;living
Afade;Afade;;;;aal;false;living
Aramanik;Aramanik;;;;aam;false;living
Anambé;Anambé;;;;aan;false;living
Algerian Saharan Arabic;Algerian Saharan Arabic;;;;aao;false;living
Pará Arára;Pará Arára;;;;aap;false;living
Eastern Abnaki;Eastern Abnaki;;;;aaq;false;extinct
Afar;Afar;aa;aar;aar;aar;false;living
Aasáx;Aasáx;;;;aas;false;living
Arvanitika Albanian;Arvanitika Albanian;;;;aat;false;living
Abau;Abau;;;;aau;false;living
Solong;Solong;;;;aaw;false;living
Mandobo Atas;Mandobo Atas;;;;aax;false;living
Amarasi;Amarasi;;;;aaz;false;living
Abé;Abé;;;;aba;false;living
Bankon;Bankon;;;;abb;false;living
Ambala Ayta;Ambala Ayta;;;;abc;false;living
Manide;Manide;;;;abd;false;living
Western Abnaki;Western Abnaki;;;;abe;false;extinct
Abai Sungai;Abai Sungai;;;;abf;false;living
Abaga;Abaga;;;;abg;false;living
Tajiki Arabic;Tajiki Arabic;;;;abh;false;living
Abidji;Abidji;;;;abi;false;living
Aka-Bea;Aka-Bea;;;;abj;false;extinct
Abkhazian;Abkhazian;ab;abk;abk;abk;false;living
Lampung Nyo;Lampung Nyo;;;;abl;false;living
Abanyom;Abanyom;;;;abm;false;living
Abua;Abua;;;;abn;false;living
Abon;Abon;;;;abo;false;living
Abellen Ayta;Abellen Ayta;;;;abp;false;living
Abaza;Abaza;;;;abq;false;living
Abron;Abron;;;;abr;false;living
Ambonese Malay;Ambonese Malay;;;;abs;false;living
Ambulas;Ambulas;;;;abt;false;living
Abure;Abure;;;;abu;false;living
Baharna Arabic;Baharna Arabic;;;;abv;false;living
Pal;Pal;;;;abw;false;living
Inabaknon;Inabaknon;;;;abx;false;living
Aneme Wake;Aneme Wake;;;;aby;false;living
Abui;Abui;;;;abz;false;living
Achagua;Achagua;;;;aca;false;living
Áncá;Áncá;;;;acb;false;living
Gikyode;Gikyode;;;;acd;false;living
Achinese;Achinese;;ace;ace;ace;false;living
Saint Lucian Creole French;Saint Lucian Creole French;;;;acf;false;living
Acoli;Acoli;;ach;ach;ach;false;living
Aka-Cari;Aka-Cari;;;;aci;false;extinct
Aka-Kora;Aka-Kora;;;;ack;false;extinct
Akar-Bale;Akar-Bale;;;;acl;false;extinct
Mesopotamian Arabic;Mesopotamian Arabic;;;;acm;false;living
Achang;Achang;;;;acn;false;living
Eastern Acipa;Eastern Acipa;;;;acp;false;living
Ta'izzi-Adeni Arabic;Ta'izzi-Adeni Arabic;;;;acq;false;living
Achi;Achi;;;;acr;false;living
Acroá;Acroá;;;;acs;false;extinct
Achterhoeks;Achterhoeks;;;;act;false;living
Achuar-Shiwiar;Achuar-Shiwiar;;;;acu;false;living
Achumawi;Achumawi;;;;acv;false;living
Hijazi Arabic;Hijazi Arabic;;;;acw;false;living
Omani Arabic;Omani Arabic;;;;acx;false;living
Cypriot Arabic;Cypriot Arabic;;;;acy;false;living
Acheron;Acheron;;;;acz;false;living
Adangme;Adangme;;ada;ada;ada;false;living
Adabe;Adabe;;;;adb;false;living
Dzodinka;Dzodinka;;;;add;false;living
Adele;Adele;;;;ade;false;living
Dhofari Arabic;Dhofari Arabic;;;;adf;false;living
Andegerebinha;Andegerebinha;;;;adg;false;living
Adhola;Adhola;;;;adh;false;living
Adi;Adi;;;;adi;false;living
Adioukrou;Adioukrou;;;;adj;false;living
Galo;Galo;;;;adl;false;living
Adang;Adang;;;;adn;false;living
Abu;Abu;;;;ado;false;living
Adap;Adap;;;;adp;false;living
Adangbe;Adangbe;;;;adq;false;living
Adonara;Adonara;;;;adr;false;living
Adamorobe Sign Language;Adamorobe Sign Language;;;;ads;false;living
Adnyamathanha;Adnyamathanha;;;;adt;false;living
Aduge;Aduge;;;;adu;false;living
Amundava;Amundava;;;;adw;false;living
Amdo Tibetan;Amdo Tibetan;;;;adx;false;living
Adyghe;Adyghe;;ady;ady;ady;false;living
Adzera;Adzera;;;;adz;false;living
Areba;Areba;;;;aea;false;extinct
Tunisian Arabic;Tunisian Arabic;;;;aeb;false;living
Saidi Arabic;Saidi Arabic;;;;aec;false;living
Argentine Sign Language;Argentine Sign Language;;;;aed;false;living
Northeast Pashayi;Northeast Pashayi;;;;aee;false;living
Haeke;Haeke;;;;aek;false;living
Ambele;Ambele;;;;ael;false;living
Arem;Arem;;;;aem;false;living
Armenian Sign Language;Armenian Sign Language;;;;aen;false;living
Aer;Aer;;;;aeq;false;living
Eastern Arrernte;Eastern Arrernte;;;;aer;false;living
Alsea;Alsea;;;;aes;false;extinct
Akeu;Akeu;;;;aeu;false;living
Ambakich;Ambakich;;;;aew;false;living
Amele;Amele;;;;aey;false;living
Aeka;Aeka;;;;aez;false;living
Gulf Arabic;Gulf Arabic;;;;afb;false;living
Andai;Andai;;;;afd;false;living
Putukwam;Putukwam;;;;afe;false;living
Afghan Sign Language;Afghan Sign Language;;;;afg;false;living
Afrihili;Afrihili;;afh;afh;afh;false;constructed
Akrukay;Akrukay;;;;afi;false;living
Nanubae;Nanubae;;;;afk;false;living
Defaka;Defaka;;;;afn;false;living
Eloyi;Eloyi;;;;afo;false;living
Tapei;Tapei;;;;afp;false;living
Afrikaans;Afrikaans;af;afr;afr;afr;true;living
Afro-Seminole Creole;Afro-Seminole Creole;;;;afs;false;living
Afitti;Afitti;;;;aft;false;living
Awutu;Awutu;;;;afu;false;living
Obokuitai;Obokuitai;;;;afz;false;living
Aguano;Aguano;;;;aga;false;extinct
Legbo;Legbo;;;;agb;false;living
Agatu;Agatu;;;;agc;false;living
Agarabi;Agarabi;;;;agd;false;living
Angal;Angal;;;;age;false;living
Arguni;Arguni;;;;agf;false;living
Angor;Angor;;;;agg;false;living
Ngelima;Ngelima;;;;agh;false;living
Agariya;Agariya;;;;agi;false;living
Argobba;Argobba;;;;agj;false;living
Isarog Agta;Isarog Agta;;;;agk;false;living
Fembe;Fembe;;;;agl;false;living
Angaataha;Angaataha;;;;agm;false;living
Agutaynen;Agutaynen;;;;agn;false;living
Tainae;Tainae;;;;ago;false;living
Aghem;Aghem;;;;agq;false;living
Aguaruna;Aguaruna;;;;agr;false;living
Esimbi;Esimbi;;;;ags;false;living
Central Cagayan Agta;Central Cagayan Agta;;;;agt;false;living
Aguacateco;Aguacateco;;;;agu;false;living
Remontado Dumagat;Remontado Dumagat;;;;agv;false;living
Kahua;Kahua;;;;agw;false;living
Aghul;Aghul;;;;agx;false;living
Southern Alta;Southern Alta;;;;agy;false;living
Mt. Iriga Agta;Mt. Iriga Agta;;;;agz;false;living
Ahanta;Ahanta;;;;aha;false;living
Axamb;Axamb;;;;ahb;false;living
Qimant;Qimant;;;;ahg;false;living
Aghu;Aghu;;;;ahh;false;living
Tiagbamrin Aizi;Tiagbamrin Aizi;;;;ahi;false;living
Akha;Akha;;;;ahk;false;living
Igo;Igo;;;;ahl;false;living
Mobumrin Aizi;Mobumrin Aizi;;;;ahm;false;living
Àhàn;Àhàn;;;;ahn;false;living
Ahom;Ahom;;;;aho;false;extinct
Aproumu Aizi;Aproumu Aizi;;;;ahp;false;living
Ahirani;Ahirani;;;;ahr;false;living
Ashe;Ashe;;;;ahs;false;living
Ahtena;Ahtena;;;;aht;false;living
Arosi;Arosi;;;;aia;false;living
Ainu (China);Ainu (China);;;;aib;false;living
Ainbai;Ainbai;;;;aic;false;living
Alngith;Alngith;;;;aid;false;extinct
Amara;Amara;;;;aie;false;living
Agi;Agi;;;;aif;false;living
Antigua and Barbuda Creole English;Antigua and Barbuda Creole English;;;;aig;false;living
Ai-Cham;Ai-Cham;;;;aih;false;living
Assyrian Neo-Aramaic;Assyrian Neo-Aramaic;;;;aii;false;living
Lishanid Noshan;Lishanid Noshan;;;;aij;false;living
Ake;Ake;;;;aik;false;living
Aimele;Aimele;;;;ail;false;living
Aimol;Aimol;;;;aim;false;living
Ainu (Japan);Ainu (Japan);;ain;ain;ain;false;living
Aiton;Aiton;;;;aio;false;living
Burumakok;Burumakok;;;;aip;false;living
Aimaq;Aimaq;;;;aiq;false;living
Airoran;Airoran;;;;air;false;living
Nataoran Amis;Nataoran Amis;;;;ais;false;living
Arikem;Arikem;;;;ait;false;extinct
Aari;Aari;;;;aiw;false;living
Aighon;Aighon;;;;aix;false;living
Ali;Ali;;;;aiy;false;living
Aja (Sudan);Aja (Sudan);;;;aja;false;living
Aja (Benin);Aja (Benin);;;;ajg;false;living
Ajië;Ajië;;;;aji;false;living
South Levantine Arabic;South Levantine Arabic;;;;ajp;false;living
Judeo-Tunisian Arabic;Judeo-Tunisian Arabic;;;;ajt;false;living
Judeo-Moroccan Arabic;Judeo-Moroccan Arabic;;;;aju;false;living
Ajawa;Ajawa;;;;ajw;false;extinct
Amri Karbi;Amri Karbi;;;;ajz;false;living
Akan;Akan;ak;aka;aka;aka;false;living
Batak Angkola;Batak Angkola;;;;akb;false;living
Mpur;Mpur;;;;akc;false;living
Ukpet-Ehom;Ukpet-Ehom;;;;akd;false;living
Akawaio;Akawaio;;;;ake;false;living
Akpa;Akpa;;;;akf;false;living
Anakalangu;Anakalangu;;;;akg;false;living
Angal Heneng;Angal Heneng;;;;akh;false;living
Aiome;Aiome;;;;aki;false;living
Aka-Jeru;Aka-Jeru;;;;akj;false;extinct
Akkadian;Akkadian;;akk;akk;akk;false;ancient
Aklanon;Aklanon;;;;akl;false;living
Aka-Bo;Aka-Bo;;;;akm;false;extinct
Akurio;Akurio;;;;ako;false;living
Siwu;Siwu;;;;akp;false;living
Ak;Ak;;;;akq;false;living
Araki;Araki;;;;akr;false;living
Akaselem;Akaselem;;;;aks;false;living
Akolet;Akolet;;;;akt;false;living
Akum;Akum;;;;aku;false;living
Akhvakh;Akhvakh;;;;akv;false;living
Akwa;Akwa;;;;akw;false;living
Aka-Kede;Aka-Kede;;;;akx;false;extinct
Aka-Kol;Aka-Kol;;;;aky;false;extinct
Alabama;Alabama;;;;akz;false;living
Alago;Alago;;;;ala;false;living
Qawasqar;Qawasqar;;;;alc;false;living
Alladian;Alladian;;;;ald;false;living
Aleut;Aleut;;ale;ale;ale;false;living
Alege;Alege;;;;alf;false;living
Alawa;Alawa;;;;alh;false;living
Amaimon;Amaimon;;;;ali;false;living
Alangan;Alangan;;;;alj;false;living
Alak;Alak;;;;alk;false;living
Allar;Allar;;;;all;false;living
Amblong;Amblong;;;;alm;false;living
Gheg Albanian;Gheg Albanian;;;;aln;false;living
Larike-Wakasihu;Larike-Wakasihu;;;;alo;false;living
Alune;Alune;;;;alp;false;living
Algonquin;Algonquin;;;;alq;false;living
Alutor;Alutor;;;;alr;false;living
Tosk Albanian;Tosk Albanian;;;;als;false;living
Southern Altai;Southern Altai;;alt;alt;alt;false;living
'Are'are;'Are'are;;;;alu;false;living
Alaba-K’abeena;Alaba-K’abeena;;;;alw;false;living
Amol;Amol;;;;alx;false;living
Alyawarr;Alyawarr;;;;aly;false;living
Alur;Alur;;;;alz;false;living
Amanayé;Amanayé;;;;ama;false;extinct
Ambo;Ambo;;;;amb;false;living
Amahuaca;Amahuaca;;;;amc;false;living
Yanesha';Yanesha';;;;ame;false;living
Hamer-Banna;Hamer-Banna;;;;amf;false;living
Amarag;Amarag;;;;amg;false;living
Amharic;Amharic;am;amh;amh;amh;false;living
Amis;Amis;;;;ami;false;living
Amdang;Amdang;;;;amj;false;living
Ambai;Ambai;;;;amk;false;living
War-Jaintia;War-Jaintia;;;;aml;false;living
Ama (Papua New Guinea);Ama (Papua New Guinea);;;;amm;false;living
Amanab;Amanab;;;;amn;false;living
Amo;Amo;;;;amo;false;living
Alamblak;Alamblak;;;;amp;false;living
Amahai;Amahai;;;;amq;false;living
Amarakaeri;Amarakaeri;;;;amr;false;living
Southern Amami-Oshima;Southern Amami-Oshima;;;;ams;false;living
Amto;Amto;;;;amt;false;living
Guerrero Amuzgo;Guerrero Amuzgo;;;;amu;false;living
Ambelau;Ambelau;;;;amv;false;living
Western Neo-Aramaic;Western Neo-Aramaic;;;;amw;false;living
Anmatyerre;Anmatyerre;;;;amx;false;living
Ami;Ami;;;;amy;false;living
Atampaya;Atampaya;;;;amz;false;extinct
Andaqui;Andaqui;;;;ana;false;extinct
Andoa;Andoa;;;;anb;false;extinct
Ngas;Ngas;;;;anc;false;living
Ansus;Ansus;;;;and;false;living
Xârâcùù;Xârâcùù;;;;ane;false;living
Animere;Animere;;;;anf;false;living
Old English (ca. 450-1100);Old English (ca. 450-1100);;ang;ang;ang;false;historical
Nend;Nend;;;;anh;false;living
Andi;Andi;;;;ani;false;living
Anor;Anor;;;;anj;false;living
Goemai;Goemai;;;;ank;false;living
Anu;Anu;;;;anl;false;living
Anal;Anal;;;;anm;false;living
Obolo;Obolo;;;;ann;false;living
Andoque;Andoque;;;;ano;false;living
Angika;Angika;;anp;anp;anp;false;living
Jarawa (India);Jarawa (India);;;;anq;false;living
Andh;Andh;;;;anr;false;living
Anserma;Anserma;;;;ans;false;extinct
Antakarinya;Antakarinya;;;;ant;false;living
Anuak;Anuak;;;;anu;false;living
Denya;Denya;;;;anv;false;living
Anaang;Anaang;;;;anw;false;living
Andra-Hus;Andra-Hus;;;;anx;false;living
Anyin;Anyin;;;;any;false;living
Anem;Anem;;;;anz;false;living
Angolar;Angolar;;;;aoa;false;living
Abom;Abom;;;;aob;false;living
Pemon;Pemon;;;;aoc;false;living
Andarum;Andarum;;;;aod;false;living
Angal Enen;Angal Enen;;;;aoe;false;living
Bragat;Bragat;;;;aof;false;living
Angoram;Angoram;;;;aog;false;living
Arma;Arma;;;;aoh;false;extinct
Anindilyakwa;Anindilyakwa;;;;aoi;false;living
Mufian;Mufian;;;;aoj;false;living
Arhö;Arhö;;;;aok;false;living
Alor;Alor;;;;aol;false;living
Ömie;Ömie;;;;aom;false;living
Bumbita Arapesh;Bumbita Arapesh;;;;aon;false;living
Aore;Aore;;;;aor;false;extinct
Taikat;Taikat;;;;aos;false;living
A'tong;A'tong;;;;aot;false;living
Atorada;Atorada;;;;aox;false;living
Uab Meto;Uab Meto;;;;aoz;false;living
Sa'a;Sa'a;;;;apb;false;living
North Levantine Arabic;North Levantine Arabic;;;;apc;false;living
Sudanese Arabic;Sudanese Arabic;;;;apd;false;living
Bukiyip;Bukiyip;;;;ape;false;living
Pahanan Agta;Pahanan Agta;;;;apf;false;living
Ampanang;Ampanang;;;;apg;false;living
Athpariya;Athpariya;;;;aph;false;living
Apiaká;Apiaká;;;;api;false;living
Jicarilla Apache;Jicarilla Apache;;;;apj;false;living
Kiowa Apache;Kiowa Apache;;;;apk;false;living
Lipan Apache;Lipan Apache;;;;apl;false;living
Mescalero-Chiricahua Apache;Mescalero-Chiricahua Apache;;;;apm;false;living
Apinayé;Apinayé;;;;apn;false;living
Ambul;Ambul;;;;apo;false;living
Apma;Apma;;;;app;false;living
A-Pucikwar;A-Pucikwar;;;;apq;false;living
Arop-Lokep;Arop-Lokep;;;;apr;false;living
Arop-Sissano;Arop-Sissano;;;;aps;false;living
Apatani;Apatani;;;;apt;false;living
Apurinã;Apurinã;;;;apu;false;living
Alapmunte;Alapmunte;;;;apv;false;extinct
Western Apache;Western Apache;;;;apw;false;living
Aputai;Aputai;;;;apx;false;living
Apalaí;Apalaí;;;;apy;false;living
Safeyoka;Safeyoka;;;;apz;false;living
Archi;Archi;;;;aqc;false;living
Ampari Dogon;Ampari Dogon;;;;aqd;false;living
Arigidi;Arigidi;;;;aqg;false;living
Atohwaim;Atohwaim;;;;aqm;false;living
Northern Alta;Northern Alta;;;;aqn;false;living
Atakapa;Atakapa;;;;aqp;false;extinct
Arhâ;Arhâ;;;;aqr;false;living
Akuntsu;Akuntsu;;;;aqz;false;living
Arabic;Arabic;ar;ara;ara;ara;true;living
Standard Arabic;Standard Arabic;;;;arb;false;living
Official Aramaic (700-300 BCE);Official Aramaic (700-300 BCE);;arc;arc;arc;false;ancient
Arabana;Arabana;;;;ard;false;extinct
Western Arrarnta;Western Arrarnta;;;;are;false;living
Aragonese;Aragonese;an;arg;arg;arg;false;living
Arhuaco;Arhuaco;;;;arh;false;living
Arikara;Arikara;;;;ari;false;living
Arapaso;Arapaso;;;;arj;false;extinct
Arikapú;Arikapú;;;;ark;false;living
Arabela;Arabela;;;;arl;false;living
Mapudungun;Mapudungun;;arn;arn;arn;false;living
Araona;Araona;;;;aro;false;living
Arapaho;Arapaho;;arp;arp;arp;false;living
Algerian Arabic;Algerian Arabic;;;;arq;false;living
Karo (Brazil);Karo (Brazil);;;;arr;false;living
Najdi Arabic;Najdi Arabic;;;;ars;false;living
Aruá (Amazonas State);Aruá (Amazonas State);;;;aru;false;extinct
Arbore;Arbore;;;;arv;false;living
Arawak;Arawak;;arw;arw;arw;false;living
Aruá (Rodonia State);Aruá (Rodonia State);;;;arx;false;living
Moroccan Arabic;Moroccan Arabic;;;;ary;false;living
Egyptian Arabic;Egyptian Arabic;;;;arz;false;living
Asu (Tanzania);Asu (Tanzania);;;;asa;false;living
Assiniboine;Assiniboine;;;;asb;false;living
Casuarina Coast Asmat;Casuarina Coast Asmat;;;;asc;false;living
Asas;Asas;;;;asd;false;living
American Sign Language;American Sign Language;;;;ase;false;living
Australian Sign Language;Australian Sign Language;;;;asf;false;living
Cishingini;Cishingini;;;;asg;false;living
Abishira;Abishira;;;;ash;false;extinct
Buruwai;Buruwai;;;;asi;false;living
Nsari;Nsari;;;;asj;false;living
Ashkun;Ashkun;;;;ask;false;living
Asilulu;Asilulu;;;;asl;false;living
Assamese;Assamese;as;asm;asm;asm;false;living
Xingú Asuriní;Xingú Asuriní;;;;asn;false;living
Dano;Dano;;;;aso;false;living
Algerian Sign Language;Algerian Sign Language;;;;asp;false;living
Austrian Sign Language;Austrian Sign Language;;;;asq;false;living
Asuri;Asuri;;;;asr;false;living
Ipulo;Ipulo;;;;ass;false;living
Asturian;Asturian;;ast;ast;ast;false;living
Tocantins Asurini;Tocantins Asurini;;;;asu;false;living
Asoa;Asoa;;;;asv;false;living
Australian Aborigines Sign Language;Australian Aborigines Sign Language;;;;asw;false;living
Muratayak;Muratayak;;;;asx;false;living
Yaosakor Asmat;Yaosakor Asmat;;;;asy;false;living
As;As;;;;asz;false;living
Pele-Ata;Pele-Ata;;;;ata;false;living
Zaiwa;Zaiwa;;;;atb;false;living
Atsahuaca;Atsahuaca;;;;atc;false;extinct
Ata Manobo;Ata Manobo;;;;atd;false;living
Atemble;Atemble;;;;ate;false;living
Ivbie North-Okpela-Arhe;Ivbie North-Okpela-Arhe;;;;atg;false;living
Attié;Attié;;;;ati;false;living
Atikamekw;Atikamekw;;;;atj;false;living
Ati;Ati;;;;atk;false;living
Mt. Iraya Agta;Mt. Iraya Agta;;;;atl;false;living
Ata;Ata;;;;atm;false;living
Ashtiani;Ashtiani;;;;atn;false;living
Atong;Atong;;;;ato;false;living
Pudtol Atta;Pudtol Atta;;;;atp;false;living
Aralle-Tabulahan;Aralle-Tabulahan;;;;atq;false;living
Waimiri-Atroari;Waimiri-Atroari;;;;atr;false;living
Gros Ventre;Gros Ventre;;;;ats;false;living
Pamplona Atta;Pamplona Atta;;;;att;false;living
Reel;Reel;;;;atu;false;living
Northern Altai;Northern Altai;;;;atv;false;living
Atsugewi;Atsugewi;;;;atw;false;living
Arutani;Arutani;;;;atx;false;living
Aneityum;Aneityum;;;;aty;false;living
Arta;Arta;;;;atz;false;living
Asumboa;Asumboa;;;;aua;false;living
Alugu;Alugu;;;;aub;false;living
Waorani;Waorani;;;;auc;false;living
Anuta;Anuta;;;;aud;false;living
=/Kx'au//'ein;=/Kx'au//'ein;;;;aue;false;living
Aguna;Aguna;;;;aug;false;living
Aushi;Aushi;;;;auh;false;living
Anuki;Anuki;;;;aui;false;living
Awjilah;Awjilah;;;;auj;false;living
Heyo;Heyo;;;;auk;false;living
Aulua;Aulua;;;;aul;false;living
Asu (Nigeria);Asu (Nigeria);;;;aum;false;living
Molmo One;Molmo One;;;;aun;false;living
Auyokawa;Auyokawa;;;;auo;false;extinct
Makayam;Makayam;;;;aup;false;living
Anus;Anus;;;;auq;false;living
Aruek;Aruek;;;;aur;false;living
Austral;Austral;;;;aut;false;living
Auye;Auye;;;;auu;false;living
Awyi;Awyi;;;;auw;false;living
Aurá;Aurá;;;;aux;false;extinct
Awiyaana;Awiyaana;;;;auy;false;living
Uzbeki Arabic;Uzbeki Arabic;;;;auz;false;living
Avaric;Avaric;av;ava;ava;ava;false;living
Avau;Avau;;;;avb;false;living
Alviri-Vidari;Alviri-Vidari;;;;avd;false;living
Avestan;Avestan;ae;ave;ave;ave;false;ancient
Avikam;Avikam;;;;avi;false;living
Kotava;Kotava;;;;avk;false;constructed
Eastern Egyptian Bedawi Arabic;Eastern Egyptian Bedawi Arabic;;;;avl;false;living
Avatime;Avatime;;;;avn;false;living
Agavotaguerra;Agavotaguerra;;;;avo;false;extinct
Aushiri;Aushiri;;;;avs;false;extinct
Au;Au;;;;avt;false;living
Avokaya;Avokaya;;;;avu;false;living
Avá-Canoeiro;Avá-Canoeiro;;;;avv;false;living
Awadhi;Awadhi;;awa;awa;awa;false;living
Awa (Papua New Guinea);Awa (Papua New Guinea);;;;awb;false;living
Cicipu;Cicipu;;;;awc;false;living
Awetí;Awetí;;;;awe;false;living
Awbono;Awbono;;;;awh;false;living
Aekyom;Aekyom;;;;awi;false;living
Awabakal;Awabakal;;;;awk;false;extinct
Arawum;Arawum;;;;awm;false;living
Awngi;Awngi;;;;awn;false;living
Awak;Awak;;;;awo;false;living
Awera;Awera;;;;awr;false;living
South Awyu;South Awyu;;;;aws;false;living
Araweté;Araweté;;;;awt;false;living
Central Awyu;Central Awyu;;;;awu;false;living
Jair Awyu;Jair Awyu;;;;awv;false;living
Awun;Awun;;;;aww;false;living
Awara;Awara;;;;awx;false;living
Edera Awyu;Edera Awyu;;;;awy;false;living
Abipon;Abipon;;;;axb;false;extinct
Mato Grosso Arára;Mato Grosso Arára;;;;axg;false;extinct
Yaka (Central African Republic);Yaka (Central African Republic);;;;axk;false;living
Middle Armenian;Middle Armenian;;;;axm;false;historical
Xaragure;Xaragure;;;;axx;false;living
Awar;Awar;;;;aya;false;living
Ayizo Gbe;Ayizo Gbe;;;;ayb;false;living
Southern Aymara;Southern Aymara;;;;ayc;false;living
Ayabadhu;Ayabadhu;;;;ayd;false;extinct
Ayere;Ayere;;;;aye;false;living
Ginyanga;Ginyanga;;;;ayg;false;living
Hadrami Arabic;Hadrami Arabic;;;;ayh;false;living
Leyigha;Leyigha;;;;ayi;false;living
Akuku;Akuku;;;;ayk;false;living
Libyan Arabic;Libyan Arabic;;;;ayl;false;living
Aymara;Aymara;ay;aym;aym;aym;false;living
Sanaani Arabic;Sanaani Arabic;;;;ayn;false;living
Ayoreo;Ayoreo;;;;ayo;false;living
North Mesopotamian Arabic;North Mesopotamian Arabic;;;;ayp;false;living
Ayi (Papua New Guinea);Ayi (Papua New Guinea);;;;ayq;false;living
Central Aymara;Central Aymara;;;;ayr;false;living
Sorsogon Ayta;Sorsogon Ayta;;;;ays;false;living
Magbukun Ayta;Magbukun Ayta;;;;ayt;false;living
Ayu;Ayu;;;;ayu;false;living
Tayabas Ayta;Tayabas Ayta;;;;ayy;false;extinct
Mai Brat;Mai Brat;;;;ayz;false;living
Azha;Azha;;;;aza;false;living
South Azerbaijani;South Azerbaijani;;;;azb;false;living
Azerbaijani;Azerbaijani;az;aze;aze;aze;false;living
San Pedro Amuzgos Amuzgo;San Pedro Amuzgos Amuzgo;;;;azg;false;living
North Azerbaijani;North Azerbaijani;;;;azj;false;living
Ipalapa Amuzgo;Ipalapa Amuzgo;;;;azm;false;living
Awing;Awing;;;;azo;false;living
Faire Atta;Faire Atta;;;;azt;false;living
Highland Puebla Nahuatl;Highland Puebla Nahuatl;;;;azz;false;living
Babatana;Babatana;;;;baa;false;living
Bainouk-Gunyuño;Bainouk-Gunyuño;;;;bab;false;living
Badui;Badui;;;;bac;false;living
Baré;Baré;;;;bae;false;extinct
Nubaca;Nubaca;;;;baf;false;living
Tuki;Tuki;;;;bag;false;living
Bahamas Creole English;Bahamas Creole English;;;;bah;false;living
Barakai;Barakai;;;;baj;false;living
Bashkir;Bashkir;ba;bak;bak;bak;false;living
Baluchi;Baluchi;;bal;bal;bal;false;living
Bambara;Bambara;bm;bam;bam;bam;false;living
Balinese;Balinese;;ban;ban;ban;false;living
Waimaha;Waimaha;;;;bao;false;living
Bantawa;Bantawa;;;;bap;false;living
Bavarian;Bavarian;;;;bar;false;living
Basa (Cameroon);Basa (Cameroon);;bas;bas;bas;false;living
Bada (Nigeria);Bada (Nigeria);;;;bau;false;living
Vengo;Vengo;;;;bav;false;living
Bambili-Bambui;Bambili-Bambui;;;;baw;false;living
Bamun;Bamun;;;;bax;false;living
Batuley;Batuley;;;;bay;false;living
Tunen;Tunen;;;;baz;false;living
Baatonum;Baatonum;;;;bba;false;living
Barai;Barai;;;;bbb;false;living
Batak Toba;Batak Toba;;;;bbc;false;living
Bau;Bau;;;;bbd;false;living
Bangba;Bangba;;;;bbe;false;living
Baibai;Baibai;;;;bbf;false;living
Barama;Barama;;;;bbg;false;living
Bugan;Bugan;;;;bbh;false;living
Barombi;Barombi;;;;bbi;false;living
Ghomálá';Ghomálá';;;;bbj;false;living
Babanki;Babanki;;;;bbk;false;living
Bats;Bats;;;;bbl;false;living
Babango;Babango;;;;bbm;false;living
Uneapa;Uneapa;;;;bbn;false;living
Northern Bobo Madaré;Northern Bobo Madaré;;;;bbo;false;living
West Central Banda;West Central Banda;;;;bbp;false;living
Bamali;Bamali;;;;bbq;false;living
Girawa;Girawa;;;;bbr;false;living
Bakpinka;Bakpinka;;;;bbs;false;living
Mburku;Mburku;;;;bbt;false;living
Kulung (Nigeria);Kulung (Nigeria);;;;bbu;false;living
Karnai;Karnai;;;;bbv;false;living
Baba;Baba;;;;bbw;false;living
Bubia;Bubia;;;;bbx;false;living
Befang;Befang;;;;bby;false;living
Babalia Creole Arabic;Babalia Creole Arabic;;;;bbz;false;living
Central Bai;Central Bai;;;;bca;false;living
Bainouk-Samik;Bainouk-Samik;;;;bcb;false;living
Southern Balochi;Southern Balochi;;;;bcc;false;living
North Babar;North Babar;;;;bcd;false;living
Bamenyam;Bamenyam;;;;bce;false;living
Bamu;Bamu;;;;bcf;false;living
Baga Binari;Baga Binari;;;;bcg;false;living
Bariai;Bariai;;;;bch;false;living
Baoulé;Baoulé;;;;bci;false;living
Bardi;Bardi;;;;bcj;false;living
Bunaba;Bunaba;;;;bck;false;living
Central Bicolano;Central Bicolano;;;;bcl;false;living
Bannoni;Bannoni;;;;bcm;false;living
Bali (Nigeria);Bali (Nigeria);;;;bcn;false;living
Kaluli;Kaluli;;;;bco;false;living
Bali (Democratic Republic of Congo);Bali (Democratic Republic of Congo);;;;bcp;false;living
Bench;Bench;;;;bcq;false;living
Babine;Babine;;;;bcr;false;living
Kohumono;Kohumono;;;;bcs;false;living
Bendi;Bendi;;;;bct;false;living
Awad Bing;Awad Bing;;;;bcu;false;living
Shoo-Minda-Nye;Shoo-Minda-Nye;;;;bcv;false;living
Bana;Bana;;;;bcw;false;living
Bacama;Bacama;;;;bcy;false;living
