name;common_name;iso_639_1;iso_639_2b;iso_639_2t;iso_639_3;is_common;type
Pinotepa Nacional Mixtec;Pinotepa Nacional Mixtec;;;;mio;false;living
Apasco-Apoala Mixtec;Apasco-Apoala Mixtec;;;;mip;false;living
Mískito;Mískito;;;;miq;false;living
Isthmus Mixe;Isthmus Mixe;;;;mir;false;living
Uncoded languages;Uncoded languages;;mis;mis;mis;false;special
Southern Puebla Mixtec;Southern Puebla Mixtec;;;;mit;false;living
Cacaloxtepec Mixtec;Cacaloxtepec Mixtec;;;;miu;false;living
Akoye;Akoye;;;;miw;false;living
Mixtepec Mixtec;Mixtepec Mixtec;;;;mix;false;living
Ayutla Mixtec;Ayutla Mixtec;;;;miy;false;living
Coatzospan Mixtec;Coatzospan Mixtec;;;;miz;false;living
San Juan Colorado Mixtec;San Juan Colorado Mixtec;;;;mjc;false;living
Northwest Maidu;Northwest Maidu;;;;mjd;false;living
Muskum;Muskum;;;;mje;false;extinct
Tu;Tu;;;;mjg;false;living
Mwera (Nyasa);Mwera (Nyasa);;;;mjh;false;living
Kim Mun;Kim Mun;;;;mji;false;living
Mawak;Mawak;;;;mjj;false;living
Matukar;Matukar;;;;mjk;false;living
Mandeali;Mandeali;;;;mjl;false;living
Medebur;Medebur;;;;mjm;false;living
Ma (Papua New Guinea);Ma (Papua New Guinea);;;;mjn;false;living
Malankuravan;Malankuravan;;;;mjo;false;living
Malapandaram;Malapandaram;;;;mjp;false;living
Malaryan;Malaryan;;;;mjq;false;extinct
Malavedan;Malavedan;;;;mjr;false;living
Miship;Miship;;;;mjs;false;living
Sauria Paharia;Sauria Paharia;;;;mjt;false;living
Manna-Dora;Manna-Dora;;;;mju;false;living
Mannan;Mannan;;;;mjv;false;living
Karbi;Karbi;;;;mjw;false;living
Mahali;Mahali;;;;mjx;false;living
Mahican;Mahican;;;;mjy;false;extinct
Majhi;Majhi;;;;mjz;false;living
Mbre;Mbre;;;;mka;false;living
Mal Paharia;Mal Paharia;;;;mkb;false;living
Siliput;Siliput;;;;mkc;false;living
Macedonian;Macedonian;mk;mac;mkd;mkd;true;living
Mawchi;Mawchi;;;;mke;false;living
Miya;Miya;;;;mkf;false;living
Mak (China);Mak (China);;;;mkg;false;living
Dhatki;Dhatki;;;;mki;false;living
Mokilese;Mokilese;;;;mkj;false;living
Byep;Byep;;;;mkk;false;living
Mokole;Mokole;;;;mkl;false;living
Moklen;Moklen;;;;mkm;false;living
Kupang Malay;Kupang Malay;;;;mkn;false;living
Mingang Doso;Mingang Doso;;;;mko;false;living
Moikodi;Moikodi;;;;mkp;false;living
Bay Miwok;Bay Miwok;;;;mkq;false;extinct
Malas;Malas;;;;mkr;false;living
Silacayoapan Mixtec;Silacayoapan Mixtec;;;;mks;false;living
Vamale;Vamale;;;;mkt;false;living
Konyanka Maninka;Konyanka Maninka;;;;mku;false;living
Mafea;Mafea;;;;mkv;false;living
Kituba (Congo);Kituba (Congo);;;;mkw;false;living
Kinamiging Manobo;Kinamiging Manobo;;;;mkx;false;living
East Makian;East Makian;;;;mky;false;living
Makasae;Makasae;;;;mkz;false;living
Malo;Malo;;;;mla;false;living
Mbule;Mbule;;;;mlb;false;living
Cao Lan;Cao Lan;;;;mlc;false;living
Malakhel;Malakhel;;;;mld;false;living
Manambu;Manambu;;;;mle;false;living
Mal;Mal;;;;mlf;false;living
Malagasy;Malagasy;mg;mlg;mlg;mlg;false;living
Mape;Mape;;;;mlh;false;living
Malimpung;Malimpung;;;;mli;false;living
Miltu;Miltu;;;;mlj;false;living
Ilwana;Ilwana;;;;mlk;false;living
Malua Bay;Malua Bay;;;;mll;false;living
Mulam;Mulam;;;;mlm;false;living
Malango;Malango;;;;mln;false;living
Mlomp;Mlomp;;;;mlo;false;living
Bargam;Bargam;;;;mlp;false;living
Western Maninkakan;Western Maninkakan;;;;mlq;false;living
Vame;Vame;;;;mlr;false;living
Masalit;Masalit;;;;mls;false;living
Maltese;Maltese;mt;mlt;mlt;mlt;true;living
To'abaita;To'abaita;;;;mlu;false;living
Motlav;Motlav;;;;mlv;false;living
Moloko;Moloko;;;;mlw;false;living
Malfaxal;Malfaxal;;;;mlx;false;living
Malaynon;Malaynon;;;;mlz;false;living
Mama;Mama;;;;mma;false;living
Momina;Momina;;;;mmb;false;living
Michoacán Mazahua;Michoacán Mazahua;;;;mmc;false;living
Maonan;Maonan;;;;mmd;false;living
Mae;Mae;;;;mme;false;living
Mundat;Mundat;;;;mmf;false;living
North Ambrym;North Ambrym;;;;mmg;false;living
Mehináku;Mehináku;;;;mmh;false;living
Musar;Musar;;;;mmi;false;living
Majhwar;Majhwar;;;;mmj;false;living
Mukha-Dora;Mukha-Dora;;;;mmk;false;living
Man Met;Man Met;;;;mml;false;living
Maii;Maii;;;;mmm;false;living
Mamanwa;Mamanwa;;;;mmn;false;living
Mangga Buang;Mangga Buang;;;;mmo;false;living
Siawi;Siawi;;;;mmp;false;living
Musak;Musak;;;;mmq;false;living
Western Xiangxi Miao;Western Xiangxi Miao;;;;mmr;false;living
Malalamai;Malalamai;;;;mmt;false;living
Mmaala;Mmaala;;;;mmu;false;living
Miriti;Miriti;;;;mmv;false;extinct
Emae;Emae;;;;mmw;false;living
Madak;Madak;;;;mmx;false;living
Migaama;Migaama;;;;mmy;false;living
Mabaale;Mabaale;;;;mmz;false;living
Mbula;Mbula;;;;mna;false;living
Muna;Muna;;;;mnb;false;living
Manchu;Manchu;;mnc;mnc;mnc;false;living
Mondé;Mondé;;;;mnd;false;living
Naba;Naba;;;;mne;false;living
Mundani;Mundani;;;;mnf;false;living
Eastern Mnong;Eastern Mnong;;;;mng;false;living
Mono (Democratic Republic of Congo);Mono (Democratic Republic of Congo);;;;mnh;false;living
Manipuri;Manipuri;;mni;mni;mni;false;living
Munji;Munji;;;;mnj;false;living
Mandinka;Mandinka;;;;mnk;false;living
Tiale;Tiale;;;;mnl;false;living
Mapena;Mapena;;;;mnm;false;living
Southern Mnong;Southern Mnong;;;;mnn;false;living
Min Bei Chinese;Min Bei Chinese;;;;mnp;false;living
Minriq;Minriq;;;;mnq;false;living
Mono (USA);Mono (USA);;;;mnr;false;living
Mansi;Mansi;;;;mns;false;living
Maykulan;Maykulan;;;;mnt;false;extinct
Mer;Mer;;;;mnu;false;living
Rennell-Bellona;Rennell-Bellona;;;;mnv;false;living
Mon;Mon;;;;mnw;false;living
Manikion;Manikion;;;;mnx;false;living
Manyawa;Manyawa;;;;mny;false;living
Moni;Moni;;;;mnz;false;living
Mwan;Mwan;;;;moa;false;living
Mocoví;Mocoví;;;;moc;false;living
Mobilian;Mobilian;;;;mod;false;extinct
Montagnais;Montagnais;;;;moe;false;living
Mongondow;Mongondow;;;;mog;false;living
Mohawk;Mohawk;;moh;moh;moh;false;living
Mboi;Mboi;;;;moi;false;living
Monzombo;Monzombo;;;;moj;false;living
Morori;Morori;;;;mok;false;living
Mangue;Mangue;;;;mom;false;extinct
Mongolian;Mongolian;mn;mon;mon;mon;true;living
Monom;Monom;;;;moo;false;living
Mopán Maya;Mopán Maya;;;;mop;false;living
Mor (Bomberai Peninsula);Mor (Bomberai Peninsula);;;;moq;false;living
Moro;Moro;;;;mor;false;living
Mossi;Mossi;;mos;mos;mos;false;living
Barí;Barí;;;;mot;false;living
Mogum;Mogum;;;;mou;false;living
Mohave;Mohave;;;;mov;false;living
Moi (Congo);Moi (Congo);;;;mow;false;living
Molima;Molima;;;;mox;false;living
Shekkacho;Shekkacho;;;;moy;false;living
Mukulu;Mukulu;;;;moz;false;living
Mpoto;Mpoto;;;;mpa;false;living
Mullukmulluk;Mullukmulluk;;;;mpb;false;living
Mangarayi;Mangarayi;;;;mpc;false;living
Machinere;Machinere;;;;mpd;false;living
Majang;Majang;;;;mpe;false;living
Marba;Marba;;;;mpg;false;living
Maung;Maung;;;;mph;false;living
Mpade;Mpade;;;;mpi;false;living
Martu Wangka;Martu Wangka;;;;mpj;false;living
Mbara (Chad);Mbara (Chad);;;;mpk;false;living
Middle Watut;Middle Watut;;;;mpl;false;living
Yosondúa Mixtec;Yosondúa Mixtec;;;;mpm;false;living
Mindiri;Mindiri;;;;mpn;false;living
Miu;Miu;;;;mpo;false;living
Migabac;Migabac;;;;mpp;false;living
Matís;Matís;;;;mpq;false;living
Vangunu;Vangunu;;;;mpr;false;living
Dadibi;Dadibi;;;;mps;false;living
Mian;Mian;;;;mpt;false;living
Makuráp;Makuráp;;;;mpu;false;living
Mungkip;Mungkip;;;;mpv;false;living
Mapidian;Mapidian;;;;mpw;false;living
Misima-Paneati;Misima-Paneati;;;;mpx;false;living
Mapia;Mapia;;;;mpy;false;living
Mpi;Mpi;;;;mpz;false;living
Maba (Indonesia);Maba (Indonesia);;;;mqa;false;living
Mbuko;Mbuko;;;;mqb;false;living
Mangole;Mangole;;;;mqc;false;living
Matepi;Matepi;;;;mqe;false;living
Momuna;Momuna;;;;mqf;false;living
Kota Bangun Kutai Malay;Kota Bangun Kutai Malay;;;;mqg;false;living
Tlazoyaltepec Mixtec;Tlazoyaltepec Mixtec;;;;mqh;false;living
Mariri;Mariri;;;;mqi;false;living
Mamasa;Mamasa;;;;mqj;false;living
Rajah Kabunsuwan Manobo;Rajah Kabunsuwan Manobo;;;;mqk;false;living
Mbelime;Mbelime;;;;mql;false;living
South Marquesan;South Marquesan;;;;mqm;false;living
Moronene;Moronene;;;;mqn;false;living
Modole;Modole;;;;mqo;false;living
Manipa;Manipa;;;;mqp;false;living
Minokok;Minokok;;;;mqq;false;living
Mander;Mander;;;;mqr;false;living
West Makian;West Makian;;;;mqs;false;living
Mok;Mok;;;;mqt;false;living
Mandari;Mandari;;;;mqu;false;living
Mosimo;Mosimo;;;;mqv;false;living
Murupi;Murupi;;;;mqw;false;living
Mamuju;Mamuju;;;;mqx;false;living
Manggarai;Manggarai;;;;mqy;false;living
Malasanga;Malasanga;;;;mqz;false;living
Mlabri;Mlabri;;;;mra;false;living
Marino;Marino;;;;mrb;false;living
Maricopa;Maricopa;;;;mrc;false;living
Western Magar;Western Magar;;;;mrd;false;living
Martha's Vineyard Sign Language;Martha's Vineyard Sign Language;;;;mre;false;extinct
Elseng;Elseng;;;;mrf;false;living
Mising;Mising;;;;mrg;false;living
Mara Chin;Mara Chin;;;;mrh;false;living
Maori;Maori;mi;mao;mri;mri;true;living
Western Mari;Western Mari;;;;mrj;false;living
Hmwaveke;Hmwaveke;;;;mrk;false;living
Mortlockese;Mortlockese;;;;mrl;false;living
Merlav;Merlav;;;;mrm;false;living
Cheke Holo;Cheke Holo;;;;mrn;false;living
Mru;Mru;;;;mro;false;living
Morouas;Morouas;;;;mrp;false;living
North Marquesan;North Marquesan;;;;mrq;false;living
Maria (India);Maria (India);;;;mrr;false;living
Maragus;Maragus;;;;mrs;false;living
Marghi Central;Marghi Central;;;;mrt;false;living
Mono (Cameroon);Mono (Cameroon);;;;mru;false;living
Mangareva;Mangareva;;;;mrv;false;living
Maranao;Maranao;;;;mrw;false;living
Maremgi;Maremgi;;;;mrx;false;living
Mandaya;Mandaya;;;;mry;false;living
Marind;Marind;;;;mrz;false;living
Malay;Malay;ms;may;msa;msa;true;living
Masbatenyo;Masbatenyo;;;;msb;false;living
Sankaran Maninka;Sankaran Maninka;;;;msc;false;living
Yucatec Maya Sign Language;Yucatec Maya Sign Language;;;;msd;false;living
Musey;Musey;;;;mse;false;living
Mekwei;Mekwei;;;;msf;false;living
Moraid;Moraid;;;;msg;false;living
Masikoro Malagasy;Masikoro Malagasy;;;;msh;false;living
Sabah Malay;Sabah Malay;;;;msi;false;living
Ma (Democratic Republic of Congo);Ma (Democratic Republic of Congo);;;;msj;false;living
Mansaka;Mansaka;;;;msk;false;living
Molof;Molof;;;;msl;false;living
Agusan Manobo;Agusan Manobo;;;;msm;false;living
Vurës;Vurës;;;;msn;false;living
Mombum;Mombum;;;;mso;false;living
Maritsauá;Maritsauá;;;;msp;false;extinct
Caac;Caac;;;;msq;false;living
Mongolian Sign Language;Mongolian Sign Language;;;;msr;false;living
West Masela;West Masela;;;;mss;false;living
Musom;Musom;;;;msu;false;living
Maslam;Maslam;;;;msv;false;living
Mansoanka;Mansoanka;;;;msw;false;living
Moresada;Moresada;;;;msx;false;living
Aruamu;Aruamu;;;;msy;false;living
Momare;Momare;;;;msz;false;living
Cotabato Manobo;Cotabato Manobo;;;;mta;false;living
Anyin Morofo;Anyin Morofo;;;;mtb;false;living
Munit;Munit;;;;mtc;false;living
Mualang;Mualang;;;;mtd;false;living
Mono (Solomon Islands);Mono (Solomon Islands);;;;mte;false;living
Murik (Papua New Guinea);Murik (Papua New Guinea);;;;mtf;false;living
Una;Una;;;;mtg;false;living
Munggui;Munggui;;;;mth;false;living
Maiwa (Papua New Guinea);Maiwa (Papua New Guinea);;;;mti;false;living
Moskona;Moskona;;;;mtj;false;living
Mbe';Mbe';;;;mtk;false;living
Montol;Montol;;;;mtl;false;living
Mator;Mator;;;;mtm;false;extinct
Matagalpa;Matagalpa;;;;mtn;false;extinct
Totontepec Mixe;Totontepec Mixe;;;;mto;false;living
Wichí Lhamtés Nocten;Wichí Lhamtés Nocten;;;;mtp;false;living
Muong;Muong;;;;mtq;false;living
Mewari;Mewari;;;;mtr;false;living
Yora;Yora;;;;mts;false;living
Mota;Mota;;;;mtt;false;living
Tututepec Mixtec;Tututepec Mixtec;;;;mtu;false;living
Asaro'o;Asaro'o;;;;mtv;false;living
Southern Binukidnon;Southern Binukidnon;;;;mtw;false;living
Tidaá Mixtec;Tidaá Mixtec;;;;mtx;false;living
Nabi;Nabi;;;;mty;false;living
Mundang;Mundang;;;;mua;false;living
Mubi;Mubi;;;;mub;false;living
Mbu';Mbu';;;;muc;false;living
Mednyj Aleut;Mednyj Aleut;;;;mud;false;living
Media Lengua;Media Lengua;;;;mue;false;living
Musgu;Musgu;;;;mug;false;living
Mündü;Mündü;;;;muh;false;living
Musi;Musi;;;;mui;false;living
Mabire;Mabire;;;;muj;false;living
Mugom;Mugom;;;;muk;false;living
Multiple languages;Multiple languages;;mul;mul;mul;false;special
Maiwala;Maiwala;;;;mum;false;living
Nyong;Nyong;;;;muo;false;living
Malvi;Malvi;;;;mup;false;living
Eastern Xiangxi Miao;Eastern Xiangxi Miao;;;;muq;false;living
Murle;Murle;;;;mur;false;living
Creek;Creek;;mus;mus;mus;false;living
Western Muria;Western Muria;;;;mut;false;living
Yaaku;Yaaku;;;;muu;false;living
Muthuvan;Muthuvan;;;;muv;false;living
Bo-Ung;Bo-Ung;;;;mux;false;living
Muyang;Muyang;;;;muy;false;living
Mursi;Mursi;;;;muz;false;living
Manam;Manam;;;;mva;false;living
Mattole;Mattole;;;;mvb;false;extinct
Mamboru;Mamboru;;;;mvd;false;living
Marwari (Pakistan);Marwari (Pakistan);;;;mve;false;living
Peripheral Mongolian;Peripheral Mongolian;;;;mvf;false;living
Yucuañe Mixtec;Yucuañe Mixtec;;;;mvg;false;living
Mire;Mire;;;;mvh;false;living
Miyako;Miyako;;;;mvi;false;living
Mekmek;Mekmek;;;;mvk;false;living
Mbara (Australia);Mbara (Australia);;;;mvl;false;extinct
Muya;Muya;;;;mvm;false;living
Minaveha;Minaveha;;;;mvn;false;living
Marovo;Marovo;;;;mvo;false;living
Duri;Duri;;;;mvp;false;living
Moere;Moere;;;;mvq;false;living
Marau;Marau;;;;mvr;false;living
Massep;Massep;;;;mvs;false;living
Mpotovoro;Mpotovoro;;;;mvt;false;living
Marfa;Marfa;;;;mvu;false;living
Tagal Murut;Tagal Murut;;;;mvv;false;living
Machinga;Machinga;;;;mvw;false;living
Meoswar;Meoswar;;;;mvx;false;living
Indus Kohistani;Indus Kohistani;;;;mvy;false;living
Mesqan;Mesqan;;;;mvz;false;living
Mwatebu;Mwatebu;;;;mwa;false;living
Juwal;Juwal;;;;mwb;false;living
Are;Are;;;;mwc;false;living
Mudbura;Mudbura;;;;mwd;false;living
Mwera (Chimwera);Mwera (Chimwera);;;;mwe;false;living
Murrinh-Patha;Murrinh-Patha;;;;mwf;false;living
Aiklep;Aiklep;;;;mwg;false;living
Mouk-Aria;Mouk-Aria;;;;mwh;false;living
Labo;Labo;;;;mwi;false;living
Maligo;Maligo;;;;mwj;false;living
Kita Maninkakan;Kita Maninkakan;;;;mwk;false;living
Mirandese;Mirandese;;mwl;mwl;mwl;false;living
Sar;Sar;;;;mwm;false;living
Nyamwanga;Nyamwanga;;;;mwn;false;living
Central Maewo;Central Maewo;;;;mwo;false;living
Kala Lagaw Ya;Kala Lagaw Ya;;;;mwp;false;living
Mün Chin;Mün Chin;;;;mwq;false;living
Marwari;Marwari;;mwr;mwr;mwr;false;living
Mwimbi-Muthambi;Mwimbi-Muthambi;;;;mws;false;living
Moken;Moken;;;;mwt;false;living
Mittu;Mittu;;;;mwu;false;extinct
Mentawai;Mentawai;;;;mwv;false;living
Hmong Daw;Hmong Daw;;;;mww;false;living
Mediak;Mediak;;;;mwx;false;living
Mosiro;Mosiro;;;;mwy;false;living
Moingi;Moingi;;;;mwz;false;living
Northwest Oaxaca Mixtec;Northwest Oaxaca Mixtec;;;;mxa;false;living
Tezoatlán Mixtec;Tezoatlán Mixtec;;;;mxb;false;living
Manyika;Manyika;;;;mxc;false;living
Modang;Modang;;;;mxd;false;living
Mele-Fila;Mele-Fila;;;;mxe;false;living
Malgbe;Malgbe;;;;mxf;false;living
Mbangala;Mbangala;;;;mxg;false;living
Mvuba;Mvuba;;;;mxh;false;living
Mozarabic;Mozarabic;;;;mxi;false;extinct
Miju-Mishmi;Miju-Mishmi;;;;mxj;false;living
Monumbo;Monumbo;;;;mxk;false;living
Maxi Gbe;Maxi Gbe;;;;mxl;false;living
Meramera;Meramera;;;;mxm;false;living
Moi (Indonesia);Moi (Indonesia);;;;mxn;false;living
Mbowe;Mbowe;;;;mxo;false;living
Tlahuitoltepec Mixe;Tlahuitoltepec Mixe;;;;mxp;false;living
Juquila Mixe;Juquila Mixe;;;;mxq;false;living
Murik (Malaysia);Murik (Malaysia);;;;mxr;false;living
Huitepec Mixtec;Huitepec Mixtec;;;;mxs;false;living
Jamiltepec Mixtec;Jamiltepec Mixtec;;;;mxt;false;living
Mada (Cameroon);Mada (Cameroon);;;;mxu;false;living
Metlatónoc Mixtec;Metlatónoc Mixtec;;;;mxv;false;living
Namo;Namo;;;;mxw;false;living
Mahou;Mahou;;;;mxx;false;living
Southeastern Nochixtlán Mixtec;Southeastern Nochixtlán Mixtec;;;;mxy;false;living
Central Masela;Central Masela;;;;mxz;false;living
Burmese;Burmese;my;bur;mya;mya;false;living
Mbay;Mbay;;;;myb;false;living
Mayeka;Mayeka;;;;myc;false;living
Maramba;Maramba;;;;myd;false;living
Myene;Myene;;;;mye;false;living
Bambassi;Bambassi;;;;myf;false;living
Manta;Manta;;;;myg;false;living
Makah;Makah;;;;myh;false;living
Mina (India);Mina (India);;;;myi;false;living
Mangayat;Mangayat;;;;myj;false;living
Mamara Senoufo;Mamara Senoufo;;;;myk;false;living
Moma;Moma;;;;myl;false;living
Me'en;Me'en;;;;mym;false;living
Anfillo;Anfillo;;;;myo;false;living
Pirahã;Pirahã;;;;myp;false;living
Forest Maninka;Forest Maninka;;;;myq;false;living
Muniche;Muniche;;;;myr;false;living
Mesmes;Mesmes;;;;mys;false;extinct
Mundurukú;Mundurukú;;;;myu;false;living
Erzya;Erzya;;myv;myv;myv;false;living
Muyuw;Muyuw;;;;myw;false;living
Masaaba;Masaaba;;;;myx;false;living
Macuna;Macuna;;;;myy;false;living
Classical Mandaic;Classical Mandaic;;;;myz;false;historical
Santa María Zacatepec Mixtec;Santa María Zacatepec Mixtec;;;;mza;false;living
Tumzabt;Tumzabt;;;;mzb;false;living
Madagascar Sign Language;Madagascar Sign Language;;;;mzc;false;living
Malimba;Malimba;;;;mzd;false;living
Morawa;Morawa;;;;mze;false;living
Monastic Sign Language;Monastic Sign Language;;;;mzg;false;living
Wichí Lhamtés Güisnay;Wichí Lhamtés Güisnay;;;;mzh;false;living
Ixcatlán Mazatec;Ixcatlán Mazatec;;;;mzi;false;living
Manya;Manya;;;;mzj;false;living
Nigeria Mambila;Nigeria Mambila;;;;mzk;false;living
Mazatlán Mixe;Mazatlán Mixe;;;;mzl;false;living
Mumuye;Mumuye;;;;mzm;false;living
Mazanderani;Mazanderani;;;;mzn;false;living
Matipuhy;Matipuhy;;;;mzo;false;extinct
Movima;Movima;;;;mzp;false;living
Mori Atas;Mori Atas;;;;mzq;false;living
Marúbo;Marúbo;;;;mzr;false;living
Macanese;Macanese;;;;mzs;false;living
Mintil;Mintil;;;;mzt;false;living
Inapang;Inapang;;;;mzu;false;living
Manza;Manza;;;;mzv;false;living
Deg;Deg;;;;mzw;false;living
Mawayana;Mawayana;;;;mzx;false;living
Mozambican Sign Language;Mozambican Sign Language;;;;mzy;false;living
Maiadomu;Maiadomu;;;;mzz;false;living
Namla;Namla;;;;naa;false;living
Southern Nambikuára;Southern Nambikuára;;;;nab;false;living
Narak;Narak;;;;nac;false;living
Nijadali;Nijadali;;;;nad;false;living
Naka'ela;Naka'ela;;;;nae;false;living
Nabak;Nabak;;;;naf;false;living
Naga Pidgin;Naga Pidgin;;;;nag;false;living
Nalu;Nalu;;;;naj;false;living
Nakanai;Nakanai;;;;nak;false;living
Nalik;Nalik;;;;nal;false;living
Nangikurrunggurr;Nangikurrunggurr;;;;nam;false;living
Min Nan Chinese;Min Nan Chinese;;;;nan;false;living
Naaba;Naaba;;;;nao;false;living
Neapolitan;Neapolitan;;nap;nap;nap;false;living
Nama (Namibia);Nama (Namibia);;;;naq;false;living
Iguta;Iguta;;;;nar;false;living
Naasioi;Naasioi;;;;nas;false;living
Hungworo;Hungworo;;;;nat;false;living
Nauru;Nauru;na;nau;nau;nau;false;living
Navajo;Navajo;nv;nav;nav;nav;false;living
Nawuri;Nawuri;;;;naw;false;living
Nakwi;Nakwi;;;;nax;false;living
Narrinyeri;Narrinyeri;;;;nay;false;extinct
Coatepec Nahuatl;Coatepec Nahuatl;;;;naz;false;living
Nyemba;Nyemba;;;;nba;false;living
Ndoe;Ndoe;;;;nbb;false;living
Chang Naga;Chang Naga;;;;nbc;false;living
Ngbinda;Ngbinda;;;;nbd;false;living
Konyak Naga;Konyak Naga;;;;nbe;false;living
Nagarchal;Nagarchal;;;;nbg;false;living
Ngamo;Ngamo;;;;nbh;false;living
Mao Naga;Mao Naga;;;;nbi;false;living
Ngarinman;Ngarinman;;;;nbj;false;living
Nake;Nake;;;;nbk;false;living
South Ndebele;South Ndebele;nr;nbl;nbl;nbl;false;living
Ngbaka Ma'bo;Ngbaka Ma'bo;;;;nbm;false;living
Kuri;Kuri;;;;nbn;false;living
Nkukoli;Nkukoli;;;;nbo;false;living
Nnam;Nnam;;;;nbp;false;living
Nggem;Nggem;;;;nbq;false;living
Numana-Nunku-Gbantu-Numbu;Numana-Nunku-Gbantu-Numbu;;;;nbr;false;living
Namibian Sign Language;Namibian Sign Language;;;;nbs;false;living
Na;Na;;;;nbt;false;living
Rongmei Naga;Rongmei Naga;;;;nbu;false;living
Ngamambo;Ngamambo;;;;nbv;false;living
Southern Ngbandi;Southern Ngbandi;;;;nbw;false;living
Ngura;Ngura;;;;nbx;false;extinct
Ningera;Ningera;;;;nby;false;living
Iyo;Iyo;;;;nca;false;living
Central Nicobarese;Central Nicobarese;;;;ncb;false;living
Ponam;Ponam;;;;ncc;false;living
Nachering;Nachering;;;;ncd;false;living
Yale;Yale;;;;nce;false;living
Notsi;Notsi;;;;ncf;false;living
Nisga'a;Nisga'a;;;;ncg;false;living
Central Huasteca Nahuatl;Central Huasteca Nahuatl;;;;nch;false;living
Classical Nahuatl;Classical Nahuatl;;;;nci;false;historical
Northern Puebla Nahuatl;Northern Puebla Nahuatl;;;;ncj;false;living
Nakara;Nakara;;;;nck;false;living
Michoacán Nahuatl;Michoacán Nahuatl;;;;ncl;false;living
Nambo;Nambo;;;;ncm;false;living
Nauna;Nauna;;;;ncn;false;living
Sibe;Sibe;;;;nco;false;living
Ndaktup;Ndaktup;;;;ncp;false;living
Ncane;Ncane;;;;ncr;false;living
Nicaraguan Sign Language;Nicaraguan Sign Language;;;;ncs;false;living
Chothe Naga;Chothe Naga;;;;nct;false;living
Chumburung;Chumburung;;;;ncu;false;living
Central Puebla Nahuatl;Central Puebla Nahuatl;;;;ncx;false;living
Natchez;Natchez;;;;ncz;false;extinct
Ndasa;Ndasa;;;;nda;false;living
Kenswei Nsei;Kenswei Nsei;;;;ndb;false;living
Ndau;Ndau;;;;ndc;false;living
Nde-Nsele-Nta;Nde-Nsele-Nta;;;;ndd;false;living
North Ndebele;North Ndebele;nd;nde;nde;nde;false;living
Nadruvian;Nadruvian;;;;ndf;false;extinct
Ndengereko;Ndengereko;;;;ndg;false;living
Ndali;Ndali;;;;ndh;false;living
Samba Leko;Samba Leko;;;;ndi;false;living
Ndamba;Ndamba;;;;ndj;false;living
Ndaka;Ndaka;;;;ndk;false;living
Ndolo;Ndolo;;;;ndl;false;living
Ndam;Ndam;;;;ndm;false;living
Ngundi;Ngundi;;;;ndn;false;living
Ndonga;Ndonga;ng;ndo;ndo;ndo;false;living
Ndo;Ndo;;;;ndp;false;living
Ndombe;Ndombe;;;;ndq;false;living
Ndoola;Ndoola;;;;ndr;false;living
Low German;Low German;;nds;nds;nds;false;living
Ndunga;Ndunga;;;;ndt;false;living
Dugun;Dugun;;;;ndu;false;living
Ndut;Ndut;;;;ndv;false;living
Ndobo;Ndobo;;;;ndw;false;living
Nduga;Nduga;;;;ndx;false;living
Lutos;Lutos;;;;ndy;false;living
Ndogo;Ndogo;;;;ndz;false;living
Eastern Ngad'a;Eastern Ngad'a;;;;nea;false;living
Toura (Côte d'Ivoire);Toura (Côte d'Ivoire);;;;neb;false;living
Nedebang;Nedebang;;;;nec;false;living
Nde-Gbite;Nde-Gbite;;;;ned;false;living
Nêlêmwa-Nixumwak;Nêlêmwa-Nixumwak;;;;nee;false;living
Nefamese;Nefamese;;;;nef;false;living
Negidal;Negidal;;;;neg;false;living
Nyenkha;Nyenkha;;;;neh;false;living
Neo-Hittite;Neo-Hittite;;;;nei;false;ancient
Neko;Neko;;;;nej;false;living
Neku;Neku;;;;nek;false;living
Nemi;Nemi;;;;nem;false;living
Nengone;Nengone;;;;nen;false;living
Ná-Meo;Ná-Meo;;;;neo;false;living
Nepali;Nepali;ne;nep;nep;nep;true;living
North Central Mixe;North Central Mixe;;;;neq;false;living
Yahadian;Yahadian;;;;ner;false;living
Bhoti Kinnauri;Bhoti Kinnauri;;;;nes;false;living
Nete;Nete;;;;net;false;living
Nyaheun;Nyaheun;;;;nev;false;living
Newari;Newari;;new;new;new;false;living
Neme;Neme;;;;nex;false;living
Neyo;Neyo;;;;ney;false;living
Nez Perce;Nez Perce;;;;nez;false;living
Dhao;Dhao;;;;nfa;false;living
Ahwai;Ahwai;;;;nfd;false;living
Ayiwo;Ayiwo;;;;nfl;false;living
Nafaanra;Nafaanra;;;;nfr;false;living
Mfumte;Mfumte;;;;nfu;false;living
Ngbaka;Ngbaka;;;;nga;false;living
Northern Ngbandi;Northern Ngbandi;;;;ngb;false;living
Ngombe (Democratic Republic of Congo);Ngombe (Democratic Republic of Congo);;;;ngc;false;living
Ngando (Central African Republic);Ngando (Central African Republic);;;;ngd;false;living
Ngemba;Ngemba;;;;nge;false;living
Ngbaka Manza;Ngbaka Manza;;;;ngg;false;living
N/u;N/u;;;;ngh;false;living
Ngizim;Ngizim;;;;ngi;false;living
Ngie;Ngie;;;;ngj;false;living
Ngalkbun;Ngalkbun;;;;ngk;false;living
Lomwe;Lomwe;;;;ngl;false;living
Ngatik Men's Creole;Ngatik Men's Creole;;;;ngm;false;living
Ngwo;Ngwo;;;;ngn;false;living
